6;-550.7044,2,188.9341
1;-551.8979,2,189.8913
1;-548.7318,2,189.7373
4;-545.1741,2,191.0381
0;-545.5798,2,191.1894
6;-546.433,2,192.3453
6;-548.5181,2,193.6829
1;-548.8831,2,194.7472
0;-546.1066,2,194.7898
6;-550.0663,2,196.8264
0;-548.311,2,197.2334
0;-547.2568,2,198.0117
6;-550.9584,2,199.6059
1;-549.8505,2,200.1732
1;-549.8517,2,200.9268
4;-546.4168,2,201.6723
0;-548.1899,2,202.1352
1;-544.9282,2,202.6304
4;-550.2288,2,204.894
0;-550.2785,2,205.6346
4;-549.2373,2,206.0182
4;-545.7222,2,206.766
1;-549.4446,2,207.8704
1;-543.6027,2,207.8221
4;-544.9896,2,208.9753
1;-544.1407,2,209.947
6;-543.611,2,210.5645
6;-544.4966,2,211.692
0;-548.5347,2,213.0016
1;-544.4721,2,214.0919
1;-545.2366,2,214.3716
0;-546.0368,2,215.3464
1;-545.0616,2,216.2404
4;-543.9362,2,217.0012
1;-544.0361,2,218.4696
6;-544.3796,2,219.4382
6;-543.129,2,219.8261
1;-546.1291,2,220.6405
6;-548.1613,2,222.1303
0;-548.4706,2,223.3203
4;-546.0722,2,223.9792
6;-548.2432,2,224.3412
0;-544.4747,2,225.4808
0;-547.3883,2,226.1677
0;-545.3921,2,226.8925
0;-546.4195,2,228.3377
0;-541.9871,2,228.6571
0;-541.111,2,229.4656
0;-543.1977,2,230.7331
0;-546.5053,2,232.0074
0;-542.5411,2,232.5459
0;-541.0431,2,232.5511
0;-542.3664,2,233.9131
0;-547.0345,2,235.0826
0;-545.5186,2,236.2138
0;-540.3438,2,236.6014
