5;-564.0877,2,230.3111
10;-569.0268,2,231.4026
8;-568.7676,2,232.6558
1;-567.6929,2,233.2003
8;-563.1163,2,233.0303
6;-563.2357,2,234.6283
0;-566.2793,2,235.3201
2;-562.8417,2,236.2403
10;-563.4368,2,237.1841
1;-562.2613,2,237.9536
5;-564.2698,2,238.9429
10;-563.3217,2,239.8504
10;-566.6772,2,240.901
1;-564.5551,2,241.6042
6;-562.8807,2,242.5399
0;-563.7818,2,243.3318
4;-567.5777,2,244.8506
4;-566.9984,2,245.1416
10;-564.7972,2,246.3074
2;-567.0468,2,247.3661
0;-561.9785,2,247.7381
3;-566.5294,2,248.5789
3;-561.2386,2,249.3618
5;-563.3642,2,250.7993
2;-564.1617,2,251.4518
0;-561.1508,2,252.2972
5;-566.4269,2,253.2022
4;-567.0015,2,254.1325
0;-560.5757,2,254.7029
5;-562.8256,2,255.5838
2;-566.2963,2,256.5908
3;-560.9347,2,257.6296
6;-560.9974,2,258.4053
6;-563.6705,2,259.3135
2;-560.4927,2,259.7894
4;-559.6523,2,260.4381
1;-563.0381,2,261.6047
2;-564.5627,2,263.2004
4;-565.9316,2,263.6181
2;-563.0874,2,264.7057
4;-563.6523,2,265.5204
3;-561.7382,2,266.0855
6;-563.4159,2,266.8503
0;-559.4034,2,268.1461
5;-560.5184,2,268.3714
1;-559.0831,2,269.8138
4;-562.9224,2,270.6934
0;-564.9647,2,271.6659
1;-560.7787,2,272.2339
6;-561.2121,2,272.9052
6;-562.0096,2,274.4242
6;-580.6301,2,45.57873
5;-578.2999,2,45.99516
2;-575.1177,2,47.26851
1;-574.2711,2,47.95388
3;-578.2253,2,49.01985
3;-574.8202,2,49.56689
6;-580.4706,2,51.02338
5;-579.8261,2,51.40344
4;-578.0727,2,52.24354
5;-578.2945,2,53.29556
5;-580.0099,2,54.19801
1;-573.7648,2,55.11768
3;-575.8378,2,55.52325
4;-576.4863,2,56.37923
1;-575.3655,2,57.86223
3;-577.1451,2,58.32426
6;-574.2294,2,59.63223
5;-579.4357,2,60.32143
5;-577.6917,2,61.34715
6;-573.644,2,61.3907
4;-577.8849,2,63.27682
0;-575.5316,2,64.23949
3;-579.5317,2,64.84541
2;-578.0947,2,65.6104
4;-572.6185,2,65.74569
4;-573.7144,2,67.31578
3;-572.7586,2,67.87501
1;-576.7382,2,68.96099
0;-578.8198,2,70.0209
3;-578.4912,2,71.65687
0;-577.8388,2,72.36542
6;-577.3604,2,72.70371
6;-577.0197,2,73.65489
5;-571.5762,2,73.63362
0;-576.4213,2,75.58021
4;-572.4417,2,75.79002
5;-572.1142,2,77.18581
5;-576.2609,2,77.85073
5;-572.0569,2,78.31067
1;-576.3673,2,79.64526
3;-575.5658,2,80.97068
3;-577.3819,2,82.09698
2;-577.1733,2,83.01532
2;-576.7821,2,83.94214
6;-575.8153,2,84.06049
2;-575.2,2,85.5239
2;-572.6167,2,85.50336
1;-574.2156,2,86.55918
6;-574.2216,2,87.33448
2;-573.711,2,88.15056
4;-572.739,2,88.97391
3;-576.4232,2,90.86118
3;-575.9626,2,91.24627
3;-572.8708,2,91.90222
1;-573.8152,2,93.37006
0;-571.5251,2,93.43726
1;-572.9431,2,94.6398
2;-572.4023,2,95.4343
5;-574.1296,2,96.81723
4;-569.7817,2,97.24745
6;-571.7211,2,98.14688
0;-575.4487,2,99.84198
5;-571.2614,2,100.2948
5;-569.8943,2,100.3663
3;-573.9185,2,101.7957
2;-573.1422,2,102.4267
2;-571.4235,2,103.7009
3;-568.4363,2,103.9726
1;-571.2218,2,104.9444
1;-569.1865,2,105.7471
5;-574.927,2,107.5257
4;-572.1498,2,108.1746
2;-574.6829,2,108.7795
2;-572.7074,2,110.167
5;-572.6943,2,110.9049
6;-573.5038,2,111.6627
1;-569.9424,2,111.9636
5;-573.3256,2,113.6253
4;-567.5842,2,113.3306
4;-572.4366,2,115.4129
5;-569.017,2,115.91
0;-572.8513,2,117.35
1;-570.0181,2,117.4885
4;-573.0571,2,119.0287
0;-568.6786,2,119.163
5;-573.1033,2,120.231
0;-568.9607,2,121.0871
4;-572.3411,2,121.9652
6;-567.7032,2,122.2865
0;-566.9091,2,123.2065
3;-573.0839,2,124.9705
2;-568.5795,2,125.4501
6;-568.5722,2,126.1879
4;-569.2146,2,126.9424
1;-566.0375,2,128.1714
0;-572.7351,2,129.6057
3;-570.0307,2,129.957
3;-570.9714,2,130.9106
1;-566.7471,2,131.8511
2;-570.1713,2,133.0113
6;-570.2276,2,133.184
0;-570.3821,2,134.3676
4;-565.577,2,134.8818
2;-568.305,2,136.0565
1;-569.8159,2,136.6539
6;-566.837,2,137.7994
5;-566.699,2,138.6406
1;-571.8062,2,140.3261
1;-567.6899,2,140.8718
2;-569.0895,2,141.035
6;-564.6158,2,141.8759
2;-570.1883,2,143.1519
0;-568.6843,2,144.3107
1;-568.3626,2,144.6795
3;-568.4902,2,145.6167
4;-570.8401,2,146.584
6;-563.9393,2,147.1129
4;-570.0083,2,149.0854
1;-567.654,2,149.6242
5;-568.7205,2,150.7361
1;-569.1013,2,150.9321
2;-564.9282,2,152.0513
2;-564.0766,2,152.8757
2;-566.9248,2,153.8075
5;-566.0021,2,154.7036
6;-568.3505,2,156.0607
5;-566.9396,2,156.6841
6;-568.6591,2,157.4293
3;-564.3489,2,158.0984
3;-565.9871,2,158.8621
0;-565.6086,2,159.8447
4;-564.6996,2,160.6039
5;-567.7684,2,161.8292
6;-568.2325,2,163.1401
2;-569.4366,2,163.5987
4;-566.7245,2,164.2978
2;-563.9698,2,164.5447
4;-564.5686,2,166.186
2;-564.8699,2,166.4862
3;-566.1046,2,167.4854
4;-564.8502,2,168.6307
0;-567.2858,2,169.8868
2;-566.5682,2,170.8646
5;-562.4821,2,171.2309
3;-562.5538,2,171.6909
0;-564.8212,2,172.6803
2;-568.303,2,174.0047
1;-566.9221,2,174.6342
3;-561.3481,2,175.3597
3;-562.3235,2,176.0602
3;-564.1774,2,177.3387
1;-562.6372,2,178.5893
5;-565.742,2,179.7125
6;-563.0144,2,179.5724
5;-566.5078,2,181.1429
6;-564.1979,2,182.2962
0;-563.748,2,182.8836
4;-567.0497,2,184.2984
5;-562.0204,2,184.183
5;-567.041,2,186.164
6;-564.5621,2,186.5039
6;-566.2622,2,187.145
2;-566.6742,2,188.1864
0;-562.1005,2,188.914
5;-566.4458,2,190.2703
5;-564.1551,2,190.9864
1;-561.5553,2,191.8494
4;-562.9302,2,192.1578
0;-564.2056,2,193.0959
3;-559.5289,2,194.1263
1;-562.3596,2,195.1694
4;-560.5193,2,195.7113
1;-562.0828,2,196.7746
5;-560.2792,2,197.3495
2;-563.8369,2,198.3675
4;-562.2491,2,199.646
2;-560.4276,2,200.1709
6;-559.7402,2,200.7925
1;-565.3476,2,202.8354
2;-562.9611,2,202.8815
4;-558.3448,2,203.2913
3;-558.2142,2,204.3394
4;-563.3029,2,206.0521
2;-562.2077,2,206.7707
2;-562.3616,2,207.5333
2;-559.1212,2,207.9513
0;-561.2498,2,209.4511
0;-558.9389,2,210.269
2;-558.6219,2,211.0374
0;-560.9218,2,211.4477
6;-563.2676,2,212.6828
3;-558.5471,2,213.1817
6;-558.6868,2,214.1169
2;-557.6312,2,215.3991
4;-560.1871,2,215.9032
4;-558.4291,2,216.7003
3;-561.5176,2,217.9016
3;-559.7539,2,219.0016
0;-557.9999,2,219.694
6;-560.4152,2,220.9928
6;-560.7361,2,221.6776
1;-558.9987,2,222.5526
2;-562.7106,2,224.0242
3;-561.9348,2,224.1528
1;-560.7604,2,225.4109
4;-561.4982,2,225.9898
3;-558.0558,2,226.9728
0;-557.2941,2,227.6485
0;-562.2978,2,228.7921
6;-561.2592,2,229.7438
5;-559.531,2,230.145
6;-560.2267,2,231.442
2;-561.556,2,232.6043
5;-560.5046,2,233.2609
4;-558.6681,2,234.2068
5;-560.7323,2,234.6797
5;-556.9211,2,235.2766
5;-557.9824,2,236.3917
2;-559.5284,2,237.5014
4;-559.9275,2,238.7055
5;-556.9904,2,239.1712
6;-558.0582,2,240.1688
2;-556.0767,2,240.7039
5;-557.2651,2,241.5407
3;-555.1526,2,242.021
0;-560.4136,2,243.5821
4;-559.4276,2,244.95
6;-555.2501,2,245.0099
6;-556.1861,2,246.2982
2;-557.8466,2,246.7161
1;-558.8199,2,248.0674
3;-558.0159,2,249.2089
5;-556.9107,2,249.7025
6;-556.8658,2,250.936
5;-555.0417,2,251.4443
5;-558.9597,2,252.5782
3;-555.0562,2,253.044
3;-554.0513,2,253.8822
5;-558.4152,2,254.7832
5;-553.7075,2,255.5824
0;-557.5202,2,256.8631
2;-555.2673,2,257.5692
3;-552.9081,2,258.1862
3;-557.0096,2,259.1409
6;-552.7388,2,259.8253
0;-556.9996,2,261.0762
0;-558.7967,2,262.1848
1;-553.1098,2,262.2299
0;-557.6844,2,263.9141
0;-553.6395,2,264.3998
3;-551.9072,2,265.318
3;-552.4175,2,266.4998
5;-553.301,2,267.4845
3;-552.6628,2,268.3694
3;-557.5376,2,269.0497
6;-551.4984,2,269.9915
2;-557.4105,2,270.8604
0;-557.426,2,271.847
5;-551.8234,2,272.5051
5;-554.5309,2,273.063
3;-569.0923,2,44.1261
3;-573.7036,2,45.98087
5;-567.1617,2,46.03539
5;-573.73,2,47.32355
0;-571.6126,2,48.21494
4;-573.8391,2,49.54932
4;-567.5735,2,49.83899
2;-567.6407,2,50.87342
5;-572.9715,2,51.55058
0;-569.6796,2,52.31583
2;-571.711,2,53.39529
0;-566.9485,2,54.11436
3;-573.0099,2,55.20856
2;-566.575,2,55.72307
1;-567.93,2,56.45598
0;-571.7629,2,58.36322
4;-571.4686,2,58.78597
3;-572.3541,2,59.89658
4;-566.2306,2,60.18063
5;-566.5947,2,60.65202
1;-566.0557,2,61.6315
6;-572.1894,2,63.2385
2;-567.7504,2,64.01233
6;-570.7164,2,64.87168
0;-568.1009,2,65.43424
1;-570.7635,2,67.11985
5;-570.7341,2,67.5241
5;-569.5979,2,68.53237
5;-568.1572,2,69.03899
2;-570.0833,2,70.24467
2;-571.6167,2,71.49049
5;-567.0724,2,71.38527
5;-565.0221,2,72.56366
1;-565.403,2,73.67718
2;-569.2532,2,74.97855
4;-565.6815,2,75.50079
0;-567.5871,2,76.25694
2;-563.9157,2,77.1761
6;-564.3812,2,77.89049
3;-564.7175,2,78.50681
6;-566.7107,2,79.73147
6;-567.0374,2,81.11441
4;-570.4865,2,81.71109
2;-565.6105,2,82.06824
5;-564.7174,2,82.71159
4;-568.6164,2,84.13522
0;-569.4247,2,85.49266
1;-570.2206,2,85.96896
6;-568.1876,2,86.64714
6;-566.1523,2,87.52153
3;-563.5763,2,88.76254
3;-565.6219,2,89.79111
1;-567.2519,2,90.34061
5;-569.4421,2,91.73469
5;-564.402,2,92.17179
4;-567.1648,2,93.4579
1;-568.462,2,93.80148
0;-567.5923,2,95.25655
3;-566.5296,2,95.5442
3;-568.2057,2,96.8554
3;-562.5519,2,97.5143
2;-568.4267,2,98.98653
2;-562.1794,2,98.77313
5;-564.2378,2,100.0288
3;-566.914,2,101.2655
6;-566.7506,2,102.1351
5;-564.63,2,103.1467
3;-564.1316,2,103.4179
3;-565.8762,2,104.9759
6;-562.8209,2,104.9008
1;-565.5034,2,106.2467
6;-567.7134,2,107.4224
6;-563.685,2,107.9282
4;-566.4213,2,109.2941
0;-564.0984,2,109.6858
1;-563.5598,2,110.3944
5;-562.6842,2,111.0483
5;-563,2,112.0192
1;-566.5113,2,113.606
2;-564.3157,2,113.9664
2;-563.1689,2,115.2061
6;-564.9042,2,115.6954
3;-562.4843,2,117.0609
5;-560.7814,2,117.7431
6;-564.9402,2,118.8952
2;-566.109,2,119.4651
4;-560.3966,2,119.6996
2;-566.269,2,121.8898
1;-564.6279,2,122.6454
2;-561.3444,2,123.1225
4;-565.6306,2,124.0862
4;-561.4968,2,124.5364
4;-565.1252,2,126.1784
2;-565.9131,2,126.8628
6;-562.1229,2,127.0761
3;-562.653,2,128.7801
4;-564.1293,2,128.94
5;-559.9308,2,129.6772
6;-561.5843,2,130.7963
3;-563.489,2,132.1669
4;-563.2038,2,133.045
5;-561.3779,2,133.9181
1;-564.4958,2,134.5771
2;-560.2981,2,135.5055
5;-564.3718,2,136.4516
6;-560.7295,2,137.179
3;-562.9942,2,138.315
6;-564.4036,2,139.5013
3;-562.8973,2,140.22
6;-561.5797,2,141.1184
5;-558.2309,2,140.8667
2;-563.4415,2,142.7638
4;-559.0598,2,142.7492
1;-558.4121,2,143.6266
3;-562.2334,2,145.1162
4;-562.0452,2,146.3578
0;-559.0371,2,146.8515
3;-559.8096,2,147.5196
0;-560.814,2,148.7885
2;-560.5543,2,149.8621
2;-563.0496,2,150.3751
5;-561.605,2,151.0523
3;-559.2344,2,151.7594
1;-560.4808,2,153.0735
3;-560.2879,2,153.8468
5;-559.5366,2,154.8893
1;-562.5186,2,155.5829
1;-558.8364,2,156.157
0;-560.2543,2,157.1052
3;-558.4003,2,157.8758
5;-556.2921,2,158.55
5;-560.5143,2,160.1687
4;-562.1318,2,160.8418
3;-560.9187,2,162.4259
4;-556.8732,2,162.5031
1;-555.9236,2,163.191
0;-561.019,2,164.548
1;-560.0386,2,165.2825
3;-555.1521,2,165.8792
1;-555.3935,2,166.5622
4;-559.388,2,168.4718
0;-555.3877,2,168.2153
0;-556.1633,2,169.8531
3;-558.4579,2,170.4311
2;-558.5155,2,171.3872
5;-559.4371,2,172.5654
5;-554.2543,2,173.1386
5;-556.559,2,174.3237
2;-555.0873,2,174.6616
2;-559.3677,2,175.7927
2;-558.7203,2,177.2339
0;-557.6124,2,177.8239
0;-557.896,2,178.8134
5;-554.1582,2,179.0686
5;-559.6155,2,180.5553
5;-554.4039,2,181.2027
3;-556.5907,2,181.8657
2;-555.8723,2,182.5571
4;-553.3798,2,183.06
5;-556.7107,2,184.4186
3;-554.3764,2,185.5547
2;-559.2395,2,187.0918
1;-556.3251,2,187.4411
6;-557.4112,2,188.7638
5;-558.1536,2,189.2892
1;-558.5009,2,190.3414
3;-557.8283,2,191.1796
6;-553.7865,2,191.2939
3;-553.5908,2,192.1969
6;-554.2954,2,193.2693
6;-556.1006,2,194.5479
5;-555.9863,2,195.2288
0;-555.7484,2,196.4558
3;-555.1459,2,197.0718
3;-553.6383,2,197.877
2;-558.4339,2,198.7575
6;-557.9306,2,199.8886
3;-551.3769,2,199.82
0;-556.5569,2,201.2513
5;-556.775,2,202.6671
0;-557.6757,2,203.7789
5;-554.6788,2,203.7802
4;-553.2514,2,204.424
3;-554.9342,2,205.5125
5;-552.919,2,206.487
1;-557.0145,2,208.0736
6;-553.6801,2,208.4203
5;-554.891,2,209.0743
5;-551.014,2,210.2285
2;-553.1774,2,211.1877
2;-552.6818,2,212.1858
5;-555.0803,2,212.9511
4;-556.5235,2,213.8968
3;-552.7755,2,214.2566
0;-552.7336,2,215.3064
4;-550.6035,2,215.6787
1;-552.1198,2,217.5121
0;-555.8191,2,218.0322
5;-554.2888,2,219.3895
3;-553.6335,2,220.1999
1;-553.1407,2,221.1245
3;-550.1154,2,221.1111
1;-554.1221,2,222.651
2;-550.425,2,223.1686
5;-552.7996,2,223.9794
5;-549.6325,2,224.6323
1;-552.8868,2,226.3756
6;-552.9978,2,227.309
3;-553.4933,2,227.7095
5;-550.896,2,228.2693
3;-548.5148,2,228.8793
6;-551.028,2,230.0845
1;-553.8723,2,231.8967
3;-553.2055,2,232.0478
5;-553.9335,2,233.3044
4;-550.5444,2,233.7618
5;-548.3698,2,234.8571
2;-549.7744,2,235.4267
0;-549.5869,2,236.4637
4;-553.6415,2,237.8856
4;-550.9893,2,238.8097
2;-550.465,2,239.2463
0;-546.963,2,239.6402
5;-551.0285,2,241.1531
6;-548.1871,2,241.2419
5;-548.1121,2,242.5935
2;-552.869,2,244.3756
4;-550.6982,2,244.9233
5;-553.4357,2,245.3471
3;-547.5584,2,245.9033
3;-551.4643,2,246.9765
0;-546.7576,2,247.578
3;-552.1998,2,248.9007
5;-551.5755,2,249.6465
6;-550.9692,2,251.1319
5;-551.9167,2,252.1976
0;-551.2191,2,252.2511
4;-552.7292,2,253.9818
2;-549.0359,2,253.8086
2;-550.8058,2,255.2644
1;-547.3164,2,255.6431
5;-550.8369,2,256.8108
1;-550.068,2,257.8883
2;-551.9274,2,259.3413
1;-549.7817,2,260.0716
3;-550.117,2,260.756
4;-546.28,2,261.487
0;-548.2092,2,261.7334
1;-548.3217,2,262.8121
2;-545.2997,2,263.9058
3;-544.5782,2,264.5891
6;-546.7747,2,265.8094
0;-548.8456,2,266.7242
3;-549.3721,2,267.555
0;-549.3961,2,268.1075
3;-548.5283,2,269.0414
6;-545.2459,2,269.8634
1;-547.9496,2,271.3669
3;-549.0867,2,272.438
6;-549.4216,2,272.6764
1;-561.6541,2,43.52988
5;-564.7134,2,44.96314
2;-560.7559,2,45.05317
3;-562.7181,2,46.58687
2;-564.0137,2,47.02493
2;-561.857,2,48.47794
5;-561.7035,2,49.19431
5;-562.529,2,50.40038
0;-565.5212,2,51.45557
3;-561.1357,2,52.00216
1;-564.3256,2,52.43388
1;-562.167,2,53.40455
3;-565.7808,2,55.20387
6;-561.1991,2,54.77641
2;-559.3346,2,56.23295
1;-560.9867,2,57.04025
2;-563.6241,2,58.34548
4;-558.9584,2,58.91399
2;-560.8452,2,59.59123
0;-560.7985,2,60.77601
3;-563.5119,2,61.43619
3;-559.5276,2,61.6912
4;-561.5571,2,63.5204
4;-558.8671,2,63.79108
6;-562.0646,2,64.95114
4;-564.1949,2,66.48724
3;-560.1115,2,66.6153
6;-563.799,2,68.2347
6;-560.1082,2,68.03215
5;-561.3593,2,69.31259
4;-562.8219,2,70.3294
2;-559.1158,2,71.13766
4;-560.8552,2,72.25401
0;-562.4576,2,73.09566
0;-559.3994,2,74.09976
4;-563.632,2,75.44183
4;-560.5367,2,75.67088
2;-559.9808,2,76.48685
4;-557.4305,2,76.79864
2;-559.1794,2,78.38025
3;-556.9041,2,78.88979
4;-556.6366,2,79.94913
5;-556.7053,2,80.15007
6;-559.0096,2,81.22253
5;-560.4813,2,82.96077
6;-562.5652,2,83.86078
1;-557.7673,2,83.8649
6;-562.9543,2,85.74484
5;-562.5681,2,86.64208
0;-559.1219,2,87.23866
2;-557.4807,2,87.58982
5;-560.7778,2,88.5994
4;-560.7255,2,89.57603
0;-555.9929,2,90.01064
3;-556.6182,2,90.89341
1;-555.8478,2,91.7861
4;-555.916,2,92.93403
2;-558.8874,2,94.17857
6;-556.8068,2,95.18141
2;-561.327,2,96.32034
3;-557.2797,2,96.65661
2;-555.1321,2,97.52923
0;-556.6528,2,98.17786
4;-558.9673,2,99.206
4;-560.9476,2,100.7631
3;-555.8269,2,100.5701
3;-558.9681,2,101.8805
1;-558.7827,2,102.6589
2;-558.8969,2,103.7327
2;-557.4329,2,104.5896
1;-560.0699,2,105.5791
3;-560.191,2,106.2841
4;-556.2856,2,106.8826
3;-556.4567,2,108.1196
4;-559.8571,2,109.4962
2;-559.1971,2,110.1949
3;-556.223,2,110.7426
3;-558.5876,2,112.1086
5;-553.8678,2,112.0411
0;-558.7651,2,113.7103
4;-553.2908,2,114.3644
4;-556.6742,2,115.6167
5;-559.6438,2,116.5949
1;-556.1274,2,116.6587
0;-558.9088,2,118.5702
3;-559.3625,2,118.6789
4;-556.7922,2,120.133
6;-555.4926,2,120.3725
3;-557.0872,2,121.6248
6;-553.4057,2,121.623
0;-556.8167,2,123.3861
6;-553.7733,2,123.4139
2;-555.5452,2,124.738
3;-552.1977,2,125.3832
3;-557.35,2,126.9092
4;-556.9949,2,128.1532
3;-556.4894,2,128.98
2;-552.9803,2,128.8696
0;-554.4501,2,129.7842
3;-551.1899,2,130.5278
0;-551.571,2,131.4312
6;-551.1714,2,132.3139
3;-554.7741,2,133.9821
1;-552.6645,2,134.4153
2;-554.8404,2,135.6487
0;-552.5968,2,136.6143
0;-552.0171,2,137.11
2;-550.442,2,137.734
1;-556.8958,2,139.2675
2;-554.353,2,140.308
2;-550.0285,2,140.7349
1;-554.8829,2,141.9168
2;-555.7571,2,142.8844
1;-550.9424,2,143.3294
1;-556.8027,2,144.3156
4;-550.8065,2,144.9398
6;-550.2886,2,145.9924
0;-554.3304,2,147.1638
2;-550.5987,2,147.7638
4;-554.0234,2,148.8383
2;-549.1498,2,149.4809
6;-556.1873,2,150.3653
4;-551.6876,2,150.8121
4;-550.7261,2,151.8304
6;-555.697,2,153.0338
2;-554.6493,2,154.6013
4;-553.7346,2,154.9401
0;-554.6182,2,155.6198
6;-553.3145,2,156.5032
6;-552.5371,2,157.6536
4;-552.5895,2,158.093
1;-549.6376,2,158.7347
0;-550.4977,2,159.6405
6;-549.8825,2,160.5691
1;-549.6929,2,161.5694
4;-548.2177,2,162.2927
1;-548.585,2,163.4341
4;-553.3252,2,165.0936
4;-548.327,2,165.1909
4;-550.46,2,166.4933
4;-548.9675,2,167.1099
1;-550.1254,2,168.1717
6;-547.4841,2,168.2481
4;-550.8297,2,169.8314
1;-549.509,2,170.2288
6;-547.1096,2,171.5559
4;-551.2616,2,172.9751
1;-553.4527,2,173.5509
4;-551.9091,2,174.3062
1;-549.6461,2,175.0243
1;-550.5076,2,176.445
6;-549.2164,2,177.0706
4;-552.2075,2,177.6271
6;-551.954,2,179.1558
0;-548.9384,2,179.6678
0;-548.7678,2,180.2179
1;-552.3171,2,181.2483
1;-551.6019,2,182.3785
1;-547.1428,2,182.8538
4;-547.5155,2,183.6412
1;-549.139,2,184.3658
4;-549.965,2,185.4982
4;-550.1774,2,186.8444
4;-549.3884,2,187.2363
